"X","ghocode","ghodisplay","ghourl","publishstatecode","publishstatedisplay","publishstateurl","yearcode","yeardisplay","yearurl","regioncode","regiondisplay","regionurl","countrycode","countrydisplay","countryurl","agegroupcode","agegroupdisplay","agegroupurl","sexcode","sexdisplay","sexurl","displayvalue","numeric","low","high","comments"
3697,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1998,1998,NA,"EUR","Europe",NA,"SMR","San Marino",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3698,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3699,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1982,1982,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3700,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1983,1983,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3701,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3702,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3703,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1998,1998,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3704,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3705,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3706,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2001,2001,NA,"AFR","Africa",NA,"SYC","Seychelles",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No covariate data available to produce crude estimates."
3707,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3708,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1986,1986,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3709,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3710,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3711,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3712,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3713,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2004,2004,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3714,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"WPR","Western Pacific",NA,"TUV","Tuvalu",NA,"AGE20-PLUS","20+",NA,"FMLE","Female",NA,"?",NA,NA,NA,"No data available.  Estimate could not be calculated due to lack of covariate data."
3715,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1980,1980,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.0 [19.5-22.5]",21,19.5,22.5,""
3716,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.1 [20.5-21.8]",21.1,20.5,21.8,""
3717,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1989,1989,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.2 [20.7-21.8]",21.2,20.7,21.8,""
3718,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.6 [21.1-22.2]",21.6,21.1,22.2,""
3719,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.8 [21.2-22.4]",21.8,21.2,22.4,""
3720,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.4 [21.5-23.2]",22.4,21.5,23.2,""
3721,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"AFR","Africa",NA,"NGA","Nigeria",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.5 [21.6-23.5]",22.5,21.6,23.5,""
3722,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.0 [19.5-24.5]",22,19.5,24.5,""
3723,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1986,1986,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.1 [19.7-24.5]",22.1,19.7,24.5,""
3724,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.3 [19.9-24.7]",22.3,19.9,24.7,""
3725,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.3 [20.0-24.7]",22.3,20,24.7,""
3726,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.1 [19.7-24.5]",22.1,19.7,24.5,""
3727,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"SEAR","South-East Asia",NA,"PRK","Democratic People's Republic of Korea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.1 [19.6-24.5]",22.1,19.6,24.5,""
3728,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.7 [23.5-25.9]",24.7,23.5,25.9,""
3729,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1983,1983,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.8 [23.8-25.8]",24.8,23.8,25.8,""
3730,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.1 [24.3-25.8]",25.1,24.3,25.8,""
3731,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.2 [24.5-25.9]",25.2,24.5,25.9,""
3732,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.8 [25.2-26.4]",25.8,25.2,26.4,""
3733,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"26.0 [25.5-26.6]",26,25.5,26.6,""
3734,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"EUR","Europe",NA,"NOR","Norway",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"26.9 [26.2-27.6]",26.9,26.2,27.6,""
3735,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1980,1980,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.0 [21.6-24.5]",23,21.6,24.5,""
3736,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.6 [22.7-24.5]",23.6,22.7,24.5,""
3737,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.8 [23.1-24.5]",23.8,23.1,24.5,""
3738,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.7 [24.2-25.2]",24.7,24.2,25.2,""
3739,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.9 [24.5-25.4]",24.9,24.5,25.4,""
3740,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.6 [25.0-26.2]",25.6,25,26.2,""
3741,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"EMR","Eastern Mediterranean",NA,"OMN","Oman",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.8 [25.0-26.5]",25.8,25,26.5,""
3742,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1982,1982,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.5 [20.1-22.9]",21.5,20.1,22.9,""
3743,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.5 [20.4-22.7]",21.5,20.4,22.7,""
3744,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1986,1986,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.6 [20.7-22.5]",21.6,20.7,22.5,""
3745,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.7 [21.1-22.3]",21.7,21.1,22.3,""
3746,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.7 [21.2-22.3]",21.7,21.2,22.3,""
3747,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.0 [21.3-22.7]",22,21.3,22.7,""
3748,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2002,2002,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.0 [21.3-22.8]",22,21.3,22.8,""
3749,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2007,2007,NA,"EMR","Eastern Mediterranean",NA,"PAK","Pakistan",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.2 [21.1-23.3]",22.2,21.1,23.3,""
3750,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1981,1981,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.6 [21.4-25.7]",23.6,21.4,25.7,""
3751,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1983,1983,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.7 [21.8-25.6]",23.7,21.8,25.6,""
3752,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1988,1988,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.1 [22.6-25.7]",24.1,22.6,25.7,""
3753,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1990,1990,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.3 [22.9-25.7]",24.3,22.9,25.7,""
3754,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1997,1997,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.9 [23.8-26.0]",24.9,23.8,26,""
3755,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1999,1999,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.2 [24.1-26.2]",25.2,24.1,26.2,""
3756,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2004,2004,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"25.7 [24.8-26.7]",25.7,24.8,26.7,""
3757,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2006,2006,NA,"AMR","Americas",NA,"PAN","Panama",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"26.0 [24.9-27.0]",26,24.9,27,""
3758,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1980,1980,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"21.9 [20.1-23.9]",21.9,20.1,23.9,""
3759,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1985,1985,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.5 [21.1-24.0]",22.5,21.1,24,""
3760,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1987,1987,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"22.8 [21.5-24.1]",22.8,21.5,24.1,""
3761,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1994,1994,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.7 [22.6-24.8]",23.7,22.6,24.8,""
3762,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1996,1996,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.0 [22.9-25.0]",24,22.9,25,""
3763,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2003,2003,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.7 [23.9-25.4]",24.7,23.9,25.4,""
3764,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2005,2005,NA,"WPR","Western Pacific",NA,"PNG","Papua New Guinea",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.8 [24.2-25.5]",24.8,24.2,25.5,""
3765,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1982,1982,NA,"AMR","Americas",NA,"PRY","Paraguay",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.4 [20.6-26.1]",23.4,20.6,26.1,""
3766,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1984,1984,NA,"AMR","Americas",NA,"PRY","Paraguay",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.5 [20.9-26.1]",23.5,20.9,26.1,""
3767,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1991,1991,NA,"AMR","Americas",NA,"PRY","Paraguay",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"23.9 [21.5-26.4]",23.9,21.5,26.4,""
3768,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,1993,1993,NA,"AMR","Americas",NA,"PRY","Paraguay",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.1 [21.7-26.6]",24.1,21.7,26.6,""
3769,"NCD_BMI_MEANC","Mean BMI (kg/m2) (crude estimate)","http://apps.who.int/gho/indicatorregistry/App_Main/view_indicator.aspx?iid=2388","PUBLISHED","Published",NA,2000,2000,NA,"AMR","Americas",NA,"PRY","Paraguay",NA,"AGE20-PLUS","20+",NA,"MLE","Male",NA,"24.7 [22.3-27.2]",24.7,22.3,27.2,""
