"Country","Indicator","Unit","Date","Value","Code"
"Estonia","BMI females % overweight (>=25.0)","%","1/1/2002 0:00",40.5,"EST"
"Estonia","BMI females % overweight (>=25.0)","%","1/1/2004 0:00",40.6,"EST"
"Estonia","BMI females % pre-obese (25.0-29.99)","%","1/1/2000 0:00",26,"EST"
"Estonia","BMI females % pre-obese (25.0-29.99)","%","1/1/2004 0:00",26,"EST"
"Estonia","BMI males % obese (>=30.0)","%","1/1/2002 0:00",11.8,"EST"
"Estonia","BMI males % obese (>=30.0)","%","1/1/2004 0:00",13.7,"EST"
"Estonia","BMI males % overweight (>=25.0)","%","1/1/2000 0:00",43.2,"EST"
"Estonia","BMI males % overweight (>=25.0)","%","1/1/2002 0:00",44.8,"EST"
"Estonia","BMI males % overweight (>=25.0)","%","1/1/2004 0:00",45.7,"EST"
"Estonia","BMI males % pre-obese (25.0-29.99)","%","1/1/2000 0:00",31.3,"EST"
"Estonia","BMI males % pre-obese (25.0-29.99)","%","1/1/2004 0:00",32,"EST"
"Ethiopia","BMI females % moderate and severe thinness (<=17)","%","1/1/2005 0:00",8.8,"ETH"
"Ethiopia","BMI females % normal (18.5-24.99)","%","1/1/2003 0:00",55.1,"ETH"
"Ethiopia","BMI females % normal (18.5-24.99)","%","1/1/2004 0:00",55.1,"ETH"
"Ethiopia","BMI females % normal (18.5-24.99)","%","1/1/2005 0:00",69.1,"ETH"
"Ethiopia","BMI females % obese (>=30.0)","%","1/1/2000 0:00",0.3,"ETH"
"Ethiopia","BMI females % obese (>=30.0)","%","1/1/2005 0:00",0.7,"ETH"
"Ethiopia","BMI females % overweight (>=25.0)","%","1/1/2000 0:00",3.2,"ETH"
"Ethiopia","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",2.2,"ETH"
"Ethiopia","BMI females % overweight (>=25.0)","%","1/1/2004 0:00",2.2,"ETH"
"Ethiopia","BMI females % overweight (>=25.0)","%","1/1/2005 0:00",4.4,"ETH"
"Ethiopia","BMI females % pre-obese (25.0-29.99)","%","1/1/2005 0:00",4,"ETH"
"Ethiopia","BMI females % underweight (<18.5)","%","1/1/2000 0:00",30.1,"ETH"
"Ethiopia","BMI females % underweight (<18.5)","%","1/1/2003 0:00",42.7,"ETH"
"Ethiopia","BMI females % underweight (<18.5)","%","1/1/2004 0:00",42.7,"ETH"
"Ethiopia","BMI females % underweight (<18.5)","%","1/1/2005 0:00",26.5,"ETH"
"Ethiopia","BMI males % normal (18.5-24.99)","%","1/1/2003 0:00",60.8,"ETH"
"Ethiopia","BMI males % normal (18.5-24.99)","%","1/1/2004 0:00",60.8,"ETH"
"Ethiopia","BMI males % overweight (>=25.0)","%","1/1/2003 0:00",2.5,"ETH"
"Ethiopia","BMI males % overweight (>=25.0)","%","1/1/2004 0:00",2.5,"ETH"
"Ethiopia","BMI males % underweight (<18.5)","%","1/1/2003 0:00",36.7,"ETH"
"Ethiopia","BMI males % underweight (<18.5)","%","1/1/2004 0:00",36.7,"ETH"
"Fiji","BMI adults % normal (18.5-24.99)","%","1/1/2004 0:00",37.6,"FJI"
"Fiji","BMI adults % obese (>=30.0)","%","1/1/2004 0:00",23.9,"FJI"
"Fiji","BMI adults % overweight (>=25.0)","%","1/1/2004 0:00",56.2,"FJI"
"Fiji","BMI adults % pre-obese (25.0-29.99)","%","1/1/2004 0:00",32.3,"FJI"
"Fiji","BMI adults % underweight (<18.5)","%","1/1/2004 0:00",6.1,"FJI"
"Fiji","BMI females % normal (18.5-24.99)","%","1/1/2004 0:00",29,"FJI"
"Fiji","BMI females % obese (>=30.0)","%","1/1/2002 0:00",26.4,"FJI"
"Fiji","BMI females % obese (>=30.0)","%","1/1/2004 0:00",32.7,"FJI"
"Fiji","BMI females % overweight (>=25.0)","%","1/1/2004 0:00",64.8,"FJI"
"Fiji","BMI females % pre-obese (25.0-29.99)","%","1/1/2004 0:00",32,"FJI"
"Fiji","BMI females % underweight (<18.5)","%","1/1/2004 0:00",5.6,"FJI"
"Fiji","BMI males % normal (18.5-24.99)","%","1/1/2004 0:00",46.2,"FJI"
"Fiji","BMI males % obese (>=30.0)","%","1/1/2002 0:00",9.8,"FJI"
"Fiji","BMI males % obese (>=30.0)","%","1/1/2004 0:00",15.1,"FJI"
"Fiji","BMI males % overweight (>=25.0)","%","1/1/2004 0:00",47.7,"FJI"
"Fiji","BMI males % pre-obese (25.0-29.99)","%","1/1/2004 0:00",32.6,"FJI"
"Fiji","BMI males % underweight (<18.5)","%","1/1/2004 0:00",6.6,"FJI"
"Finland","BMI adults % normal (18.5-24.99)","%","1/1/2001 0:00",54.3,"FIN"
"Finland","BMI adults % normal (18.5-24.99)","%","1/1/2003 0:00",52.7,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/1999 0:00",10.1,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2000 0:00",22.5,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2001 0:00",22.5,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2002 0:00",11.8,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2003 0:00",12.7,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2004 0:00",14,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2005 0:00",14.1,"FIN"
"Finland","BMI adults % obese (>=30.0)","%","1/1/2008 0:00",15.7,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/1999 0:00",42.5,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2000 0:00",43,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2001 0:00",43.7,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2002 0:00",45,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2003 0:00",44.8,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2004 0:00",45,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2005 0:00",49.2,"FIN"
"Finland","BMI adults % overweight (>=25.0)","%","1/1/2008 0:00",48.8,"FIN"
"Finland","BMI adults % pre-obese (25.0-29.99)","%","1/1/1999 0:00",32.3,"FIN"
"Finland","BMI adults % pre-obese (25.0-29.99)","%","1/1/2001 0:00",31.3,"FIN"
"Finland","BMI adults % pre-obese (25.0-29.99)","%","1/1/2003 0:00",32.1,"FIN"
"Finland","BMI adults % pre-obese (25.0-29.99)","%","1/1/2005 0:00",35.1,"FIN"
"Finland","BMI adults % pre-obese (25.0-29.99)","%","1/1/2008 0:00",33.1,"FIN"
"Finland","BMI adults % underweight (<18.5)","%","1/1/2001 0:00",2,"FIN"
"Finland","BMI adults % underweight (<18.5)","%","1/1/2003 0:00",2.4,"FIN"
"Finland","BMI females % normal (18.5-24.99)","%","1/1/2001 0:00",61.7,"FIN"
"Finland","BMI females % normal (18.5-24.99)","%","1/1/2003 0:00",59.2,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/1999 0:00",10.5,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2000 0:00",23.5,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2001 0:00",23.5,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2002 0:00",11.7,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2003 0:00",11.7,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2004 0:00",14,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2005 0:00",13.5,"FIN"
"Finland","BMI females % obese (>=30.0)","%","1/1/2008 0:00",16,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/1999 0:00",36,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2000 0:00",36,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2001 0:00",36,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2002 0:00",37,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",37.7,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2004 0:00",39,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2005 0:00",40.2,"FIN"
"Finland","BMI females % overweight (>=25.0)","%","1/1/2008 0:00",43.6,"FIN"
"Finland","BMI females % pre-obese (25.0-29.99)","%","1/1/1999 0:00",26,"FIN"
"Finland","BMI females % pre-obese (25.0-29.99)","%","1/1/2001 0:00",24,"FIN"
"Finland","BMI females % pre-obese (25.0-29.99)","%","1/1/2003 0:00",26,"FIN"
"Finland","BMI females % pre-obese (25.0-29.99)","%","1/1/2005 0:00",27,"FIN"
"Finland","BMI females % pre-obese (25.0-29.99)","%","1/1/2008 0:00",28,"FIN"
"Finland","BMI females % underweight (<18.5)","%","1/1/2001 0:00",2.7,"FIN"
"Finland","BMI females % underweight (<18.5)","%","1/1/2003 0:00",3.1,"FIN"
"Finland","BMI males % normal (18.5-24.99)","%","1/1/2001 0:00",45.7,"FIN"
"Finland","BMI males % normal (18.5-24.99)","%","1/1/2003 0:00",44.9,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/1999 0:00",9.7,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2000 0:00",21.2,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2001 0:00",13.5,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2002 0:00",12,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2003 0:00",14,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2004 0:00",14,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2005 0:00",14.9,"FIN"
"Finland","BMI males % obese (>=30.0)","%","1/1/2008 0:00",15.4,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/1999 0:00",50.1,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2000 0:00",51,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2001 0:00",54,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2002 0:00",55,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2003 0:00",53.4,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2004 0:00",53,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2005 0:00",59.7,"FIN"
"Finland","BMI males % overweight (>=25.0)","%","1/1/2008 0:00",55.8,"FIN"
"Finland","BMI males % pre-obese (25.0-29.99)","%","1/1/1999 0:00",40.4,"FIN"
"Finland","BMI males % pre-obese (25.0-29.99)","%","1/1/2001 0:00",39.6,"FIN"
"Finland","BMI males % pre-obese (25.0-29.99)","%","1/1/2003 0:00",39.4,"FIN"
"Finland","BMI males % pre-obese (25.0-29.99)","%","1/1/2005 0:00",44.8,"FIN"
"Finland","BMI males % pre-obese (25.0-29.99)","%","1/1/2008 0:00",40.4,"FIN"
"Finland","BMI males % underweight (<18.5)","%","1/1/2001 0:00",1.3,"FIN"
"Finland","BMI males % underweight (<18.5)","%","1/1/2003 0:00",1.6,"FIN"
"France","BMI adults % normal (18.5-24.99)","%","1/1/2006 0:00",53.5,"FRA"
"France","BMI adults % obese (>=30.0)","%","1/1/2000 0:00",9.6,"FRA"
"France","BMI adults % obese (>=30.0)","%","1/1/2003 0:00",11.3,"FRA"
"France","BMI adults % obese (>=30.0)","%","1/1/2006 0:00",12.4,"FRA"
"France","BMI adults % obese (>=30.0)","%","1/1/2007 0:00",16.9,"FRA"
"France","BMI adults % overweight (>=25.0)","%","1/1/2000 0:00",39,"FRA"
"France","BMI adults % overweight (>=25.0)","%","1/1/2003 0:00",41.6,"FRA"
"France","BMI adults % overweight (>=25.0)","%","1/1/2006 0:00",41.6,"FRA"
"France","BMI adults % overweight (>=25.0)","%","1/1/2007 0:00",49.3,"FRA"
"France","BMI adults % pre-obese (25.0-29.99)","%","1/1/2000 0:00",29.4,"FRA"
"France","BMI adults % pre-obese (25.0-29.99)","%","1/1/2003 0:00",30.3,"FRA"
"France","BMI adults % pre-obese (25.0-29.99)","%","1/1/2006 0:00",29.2,"FRA"
"France","BMI adults % pre-obese (25.0-29.99)","%","1/1/2007 0:00",32.4,"FRA"
"France","BMI adults % underweight (<18.5)","%","1/1/2006 0:00",4.9,"FRA"
"France","BMI females % obese (>=30.0)","%","1/1/2006 0:00",13,"FRA"
"France","BMI females % obese (>=30.0)","%","1/1/2007 0:00",17.6,"FRA"
"France","BMI females % overweight (>=25.0)","%","1/1/2006 0:00",36.3,"FRA"
"France","BMI females % overweight (>=25.0)","%","1/1/2007 0:00",41.4,"FRA"
"France","BMI females % pre-obese (25.0-29.99)","%","1/1/2006 0:00",23,"FRA"
"France","BMI females % pre-obese (25.0-29.99)","%","1/1/2007 0:00",24,"FRA"
"France","BMI males % obese (>=30.0)","%","1/1/2006 0:00",11.8,"FRA"
"France","BMI males % obese (>=30.0)","%","1/1/2007 0:00",16.1,"FRA"
"France","BMI males % overweight (>=25.0)","%","1/1/2006 0:00",47.4,"FRA"
"France","BMI males % overweight (>=25.0)","%","1/1/2007 0:00",57.2,"FRA"
"France","BMI males % pre-obese (25.0-29.99)","%","1/1/2006 0:00",35.6,"FRA"
"France","BMI males % pre-obese (25.0-29.99)","%","1/1/2007 0:00",41,"FRA"
"Gabon","BMI females % moderate and severe thinness (<=17)","%","1/1/2000 0:00",1.5,"GAB"
"Gabon","BMI females % normal (18.5-24.99)","%","1/1/2000 0:00",64,"GAB"
"Gabon","BMI females % obese (>=30.0)","%","1/1/2000 0:00",8.2,"GAB"
"Gabon","BMI females % overweight (>=25.0)","%","1/1/2000 0:00",29.5,"GAB"
"Gabon","BMI females % pre-obese (25.0-29.99)","%","1/1/2000 0:00",21,"GAB"
"Gabon","BMI females % underweight (<18.5)","%","1/1/2000 0:00",6.6,"GAB"
"Germany","BMI adults % obese (>=30.0)","%","1/1/1999 0:00",20.3,"DEU"
"Germany","BMI adults % obese (>=30.0)","%","1/1/2000 0:00",19.4,"DEU"
"Germany","BMI adults % obese (>=30.0)","%","1/1/2001 0:00",19.4,"DEU"
"Germany","BMI adults % obese (>=30.0)","%","1/1/2002 0:00",18.1,"DEU"
"Germany","BMI adults % obese (>=30.0)","%","1/1/2003 0:00",12.9,"DEU"
"Germany","BMI adults % overweight (>=25.0)","%","1/1/1999 0:00",60,"DEU"
"Germany","BMI adults % overweight (>=25.0)","%","1/1/2000 0:00",60.6,"DEU"
"Germany","BMI adults % overweight (>=25.0)","%","1/1/2001 0:00",60.6,"DEU"
"Germany","BMI adults % overweight (>=25.0)","%","1/1/2002 0:00",66.5,"DEU"
"Germany","BMI adults % overweight (>=25.0)","%","1/1/2003 0:00",66.5,"DEU"
"Germany","BMI adults % pre-obese (25.0-29.99)","%","1/1/1999 0:00",41.1,"DEU"
"Germany","BMI adults % pre-obese (25.0-29.99)","%","1/1/2000 0:00",41.1,"DEU"
"Germany","BMI adults % pre-obese (25.0-29.99)","%","1/1/2001 0:00",41.1,"DEU"
"Germany","BMI adults % pre-obese (25.0-29.99)","%","1/1/2002 0:00",41.1,"DEU"
"Germany","BMI adults % pre-obese (25.0-29.99)","%","1/1/2003 0:00",41.1,"DEU"
"Germany","BMI females % obese (>=30.0)","%","1/1/1999 0:00",21.7,"DEU"
"Germany","BMI females % obese (>=30.0)","%","1/1/2000 0:00",20.2,"DEU"
"Germany","BMI females % obese (>=30.0)","%","1/1/2001 0:00",20.2,"DEU"
"Germany","BMI females % obese (>=30.0)","%","1/1/2002 0:00",20.2,"DEU"
"Germany","BMI females % obese (>=30.0)","%","1/1/2003 0:00",20.2,"DEU"
"Germany","BMI females % overweight (>=25.0)","%","1/1/1999 0:00",53.7,"DEU"
"Germany","BMI females % overweight (>=25.0)","%","1/1/2000 0:00",52.7,"DEU"
"Germany","BMI females % overweight (>=25.0)","%","1/1/2001 0:00",52.7,"DEU"
"Germany","BMI females % overweight (>=25.0)","%","1/1/2002 0:00",59,"DEU"
"Germany","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",59,"DEU"
"Germany","BMI females % pre-obese (25.0-29.99)","%","1/1/1999 0:00",32,"DEU"
"Germany","BMI females % pre-obese (25.0-29.99)","%","1/1/2000 0:00",32,"DEU"
"Germany","BMI females % pre-obese (25.0-29.99)","%","1/1/2001 0:00",32,"DEU"
"Germany","BMI females % pre-obese (25.0-29.99)","%","1/1/2002 0:00",36,"DEU"
"Germany","BMI females % pre-obese (25.0-29.99)","%","1/1/2003 0:00",36,"DEU"
"Germany","BMI males % obese (>=30.0)","%","1/1/1999 0:00",18.7,"DEU"
"Germany","BMI males % obese (>=30.0)","%","1/1/2000 0:00",18.6,"DEU"
"Germany","BMI males % obese (>=30.0)","%","1/1/2001 0:00",18.6,"DEU"
"Germany","BMI males % obese (>=30.0)","%","1/1/2002 0:00",17.1,"DEU"
"Germany","BMI males % obese (>=30.0)","%","1/1/2003 0:00",17.1,"DEU"
"Germany","BMI males % overweight (>=25.0)","%","1/1/1999 0:00",66.7,"DEU"
"Germany","BMI males % overweight (>=25.0)","%","1/1/2000 0:00",68.8,"DEU"
"Germany","BMI males % overweight (>=25.0)","%","1/1/2001 0:00",68.8,"DEU"
"Germany","BMI males % overweight (>=25.0)","%","1/1/2002 0:00",75.5,"DEU"
"Germany","BMI males % overweight (>=25.0)","%","1/1/2003 0:00",75.5,"DEU"
"Germany","BMI males % pre-obese (25.0-29.99)","%","1/1/1999 0:00",50.2,"DEU"
"Germany","BMI males % pre-obese (25.0-29.99)","%","1/1/2000 0:00",50.2,"DEU"
"Germany","BMI males % pre-obese (25.0-29.99)","%","1/1/2001 0:00",50.2,"DEU"
"Germany","BMI males % pre-obese (25.0-29.99)","%","1/1/2002 0:00",50.2,"DEU"
"Germany","BMI males % pre-obese (25.0-29.99)","%","1/1/2003 0:00",50.2,"DEU"
"Ghana","BMI females % moderate and severe thinness (<=17)","%","1/1/2008 0:00",2.2,"GHA"
"Ghana","BMI females % normal (18.5-24.99)","%","1/1/2003 0:00",65.4,"GHA"
"Ghana","BMI females % normal (18.5-24.99)","%","1/1/2008 0:00",61.4,"GHA"
"Ghana","BMI females % obese (>=30.0)","%","1/1/1999 0:00",5,"GHA"
"Ghana","BMI females % obese (>=30.0)","%","1/1/2003 0:00",8.1,"GHA"
"Ghana","BMI females % obese (>=30.0)","%","1/1/2008 0:00",9.3,"GHA"
"Ghana","BMI females % overweight (>=25.0)","%","1/1/1999 0:00",16.1,"GHA"
"Ghana","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",25.3,"GHA"
"Ghana","BMI females % overweight (>=25.0)","%","1/1/2008 0:00",29.9,"GHA"
"Ghana","BMI females % pre-obese (25.0-29.99)","%","1/1/2003 0:00",17,"GHA"
"Ghana","BMI females % pre-obese (25.0-29.99)","%","1/1/2008 0:00",21,"GHA"
"Ghana","BMI females % underweight (<18.5)","%","1/1/1999 0:00",11.3,"GHA"
"Ghana","BMI females % underweight (<18.5)","%","1/1/2003 0:00",9.3,"GHA"
"Ghana","BMI females % underweight (<18.5)","%","1/1/2008 0:00",8.6,"GHA"
"Greece","BMI adults % obese (>=30.0)","%","1/1/2003 0:00",22.5,"GRC"
"Greece","BMI adults % overweight (>=25.0)","%","1/1/2003 0:00",57.1,"GRC"
"Greece","BMI adults % pre-obese (25.0-29.99)","%","1/1/2003 0:00",35.2,"GRC"
"Greece","BMI females % obese (>=30.0)","%","1/1/2003 0:00",18.2,"GRC"
"Greece","BMI females % obese (>=30.0)","%","1/1/2004 0:00",13.5,"GRC"
"Greece","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",48.1,"GRC"
"Greece","BMI females % pre-obese (25.0-29.99)","%","1/1/2003 0:00",30,"GRC"
"Greece","BMI males % obese (>=30.0)","%","1/1/2003 0:00",26,"GRC"
"Greece","BMI males % obese (>=30.0)","%","1/1/2004 0:00",13.2,"GRC"
"Greece","BMI males % overweight (>=25.0)","%","1/1/2003 0:00",67.1,"GRC"
"Greece","BMI males % pre-obese (25.0-29.99)","%","1/1/2003 0:00",41.1,"GRC"
"Guatemala","BMI females % obese (>=30.0)","%","1/1/1999 0:00",12.2,"GTM"
"Guatemala","BMI females % overweight (>=25.0)","%","1/1/1999 0:00",44,"GTM"
"Guatemala","BMI females % underweight (<18.5)","%","1/1/1999 0:00",2,"GTM"
"Guinea","BMI females % moderate and severe thinness (<=17)","%","1/1/1999 0:00",2.7,"GIN"
"Guinea","BMI females % moderate and severe thinness (<=17)","%","1/1/2005 0:00",3.3,"GIN"
"Guinea","BMI females % normal (18.5-24.99)","%","1/1/1999 0:00",71.3,"GIN"
"Guinea","BMI females % normal (18.5-24.99)","%","1/1/2005 0:00",72.5,"GIN"
"Guinea","BMI females % obese (>=30.0)","%","1/1/1999 0:00",2.6,"GIN"
"Guinea","BMI females % obese (>=30.0)","%","1/1/2005 0:00",3,"GIN"
"Guinea","BMI females % overweight (>=25.0)","%","1/1/1999 0:00",12.2,"GIN"
"Guinea","BMI females % overweight (>=25.0)","%","1/1/2005 0:00",14.3,"GIN"
"Guinea","BMI females % pre-obese (25.0-29.99)","%","1/1/1999 0:00",9,"GIN"
"Guinea","BMI females % pre-obese (25.0-29.99)","%","1/1/2005 0:00",11,"GIN"
"Guinea","BMI females % underweight (<18.5)","%","1/1/1999 0:00",11.8,"GIN"
"Guinea","BMI females % underweight (<18.5)","%","1/1/2005 0:00",13.2,"GIN"
"Haiti","BMI females % moderate and severe thinness (<=17)","%","1/1/2005 0:00",5.3,"HTI"
"Haiti","BMI females % moderate and severe thinness (<=17)","%","1/1/2006 0:00",5.3,"HTI"
"Haiti","BMI females % normal (18.5-24.99)","%","1/1/2005 0:00",63.3,"HTI"
"Haiti","BMI females % normal (18.5-24.99)","%","1/1/2006 0:00",63.3,"HTI"
"Haiti","BMI females % obese (>=30.0)","%","1/1/2000 0:00",7.8,"HTI"
"Haiti","BMI females % obese (>=30.0)","%","1/1/2005 0:00",6.3,"HTI"
"Haiti","BMI females % obese (>=30.0)","%","1/1/2006 0:00",6.3,"HTI"
"Haiti","BMI females % overweight (>=25.0)","%","1/1/2000 0:00",25.6,"HTI"
"Haiti","BMI females % overweight (>=25.0)","%","1/1/2005 0:00",21.2,"HTI"
"Haiti","BMI females % overweight (>=25.0)","%","1/1/2006 0:00",21.2,"HTI"
"Haiti","BMI females % pre-obese (25.0-29.99)","%","1/1/2005 0:00",15,"HTI"
"Haiti","BMI females % pre-obese (25.0-29.99)","%","1/1/2006 0:00",15,"HTI"
"Haiti","BMI females % underweight (<18.5)","%","1/1/2005 0:00",15.5,"HTI"
"Haiti","BMI females % underweight (<18.5)","%","1/1/2006 0:00",15.5,"HTI"
"Honduras","BMI females % moderate and severe thinness (<=17)","%","1/1/2005 0:00",1,"HND"
"Honduras","BMI females % moderate and severe thinness (<=17)","%","1/1/2006 0:00",1,"HND"
"Honduras","BMI females % normal (18.5-24.99)","%","1/1/2005 0:00",49.3,"HND"
"Honduras","BMI females % normal (18.5-24.99)","%","1/1/2006 0:00",49.3,"HND"
"Honduras","BMI females % obese (>=30.0)","%","1/1/2005 0:00",18.8,"HND"
"Honduras","BMI females % obese (>=30.0)","%","1/1/2006 0:00",18.8,"HND"
"Honduras","BMI females % overweight (>=25.0)","%","1/1/2005 0:00",46.6,"HND"
"Honduras","BMI females % overweight (>=25.0)","%","1/1/2006 0:00",46.6,"HND"
"Honduras","BMI females % pre-obese (25.0-29.99)","%","1/1/2005 0:00",28,"HND"
"Honduras","BMI females % pre-obese (25.0-29.99)","%","1/1/2006 0:00",28,"HND"
"Honduras","BMI females % underweight (<18.5)","%","1/1/2005 0:00",4,"HND"
"Honduras","BMI females % underweight (<18.5)","%","1/1/2006 0:00",4,"HND"
"Hungary","BMI adults % normal (18.5-24.99)","%","1/1/2003 0:00",44.8,"HUN"
"Hungary","BMI adults % normal (18.5-24.99)","%","1/1/2004 0:00",44.8,"HUN"
"Hungary","BMI adults % obese (>=30.0)","%","1/1/2000 0:00",18.2,"HUN"
"Hungary","BMI adults % obese (>=30.0)","%","1/1/2003 0:00",18.8,"HUN"
"Hungary","BMI adults % obese (>=30.0)","%","1/1/2004 0:00",17.7,"HUN"
"Hungary","BMI adults % overweight (>=25.0)","%","1/1/2003 0:00",53.2,"HUN"
"Hungary","BMI adults % overweight (>=25.0)","%","1/1/2004 0:00",53.2,"HUN"
"Hungary","BMI adults % pre-obese (25.0-29.99)","%","1/1/2000 0:00",33.2,"HUN"
"Hungary","BMI adults % pre-obese (25.0-29.99)","%","1/1/2003 0:00",34,"HUN"
"Hungary","BMI adults % pre-obese (25.0-29.99)","%","1/1/2004 0:00",35.5,"HUN"
"Hungary","BMI adults % underweight (<18.5)","%","1/1/2003 0:00",2,"HUN"
"Hungary","BMI adults % underweight (<18.5)","%","1/1/2004 0:00",2,"HUN"
"Hungary","BMI females % normal (18.5-24.99)","%","1/1/2003 0:00",47.5,"HUN"
"Hungary","BMI females % normal (18.5-24.99)","%","1/1/2004 0:00",47.5,"HUN"
"Hungary","BMI females % obese (>=30.0)","%","1/1/2000 0:00",18.5,"HUN"
"Hungary","BMI females % obese (>=30.0)","%","1/1/2003 0:00",18,"HUN"
"Hungary","BMI females % obese (>=30.0)","%","1/1/2004 0:00",18.2,"HUN"
"Hungary","BMI females % overweight (>=25.0)","%","1/1/2003 0:00",49.4,"HUN"
"Hungary","BMI females % overweight (>=25.0)","%","1/1/2004 0:00",49.4,"HUN"
"Hungary","BMI females % pre-obese (25.0-29.99)","%","1/1/2000 0:00",28,"HUN"
"Hungary","BMI females % pre-obese (25.0-29.99)","%","1/1/2003 0:00",30,"HUN"
"Hungary","BMI females % pre-obese (25.0-29.99)","%","1/1/2004 0:00",31,"HUN"
"Hungary","BMI females % underweight (<18.5)","%","1/1/2003 0:00",3,"HUN"
"Hungary","BMI females % underweight (<18.5)","%","1/1/2004 0:00",3,"HUN"
"Hungary","BMI males % normal (18.5-24.99)","%","1/1/2003 0:00",40.7,"HUN"
"Hungary","BMI males % normal (18.5-24.99)","%","1/1/2004 0:00",40.7,"HUN"
"Hungary","BMI males % obese (>=30.0)","%","1/1/2000 0:00",18,"HUN"
"Hungary","BMI males % obese (>=30.0)","%","1/1/2003 0:00",19.6,"HUN"
"Hungary","BMI males % obese (>=30.0)","%","1/1/2004 0:00",17.1,"HUN"
"Hungary","BMI males % overweight (>=25.0)","%","1/1/2003 0:00",58.9,"HUN"
"Hungary","BMI males % overweight (>=25.0)","%","1/1/2004 0:00",58.9,"HUN"
"Hungary","BMI males % pre-obese (25.0-29.99)","%","1/1/2000 0:00",38.5,"HUN"
"Hungary","BMI males % pre-obese (25.0-29.99)","%","1/1/2003 0:00",38.7,"HUN"
"Hungary","BMI males % pre-obese (25.0-29.99)","%","1/1/2004 0:00",41.8,"HUN"
"Hungary","BMI males % underweight (<18.5)","%","1/1/2003 0:00",0.4,"HUN"
"Hungary","BMI males % underweight (<18.5)","%","1/1/2004 0:00",0.4,"HUN"
"Iceland","BMI adults % normal (18.5-24.99)","%","1/1/2002 0:00",49.4,"ISL"
"Iceland","BMI adults % obese (>=30.0)","%","1/1/2002 0:00",12.4,"ISL"
"Iceland","BMI adults % overweight (>=25.0)","%","1/1/2002 0:00",48.2,"ISL"
"Iceland","BMI adults % pre-obese (25.0-29.99)","%","1/1/2002 0:00",35.9,"ISL"
"Iceland","BMI adults % underweight (<18.5)","%","1/1/2002 0:00",2.3,"ISL"
"Iceland","BMI females % normal (18.5-24.99)","%","1/1/2002 0:00",56.7,"ISL"
"Iceland","BMI females % obese (>=30.0)","%","1/1/2002 0:00",12.3,"ISL"
"Iceland","BMI females % overweight (>=25.0)","%","1/1/2002 0:00",40.3,"ISL"
